"","UCM_Number","Canister","Class","Order","Family","Subfamily","Genus","Species","Element","Notes","Museum_Number","name"
"334","NSF-16-22","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","partial juv. lower right molar","","LACMP23-28103",NA
"335","NSF-16-23","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper right M3","","LACMP23-28104",NA
"336","NSF-16-24a","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right p3","","LACMP23-28105",NA
"337","NSF-16-24b","B2/L2","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28106",NA
"338","NSF-16-25","B2/L2","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower molar fragment","","LACMP23-28107",NA
"339","NSF-16-26","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m3","","LACMP23-28108",NA
"340","NSF-16-27","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower tooth frag","Moderate occlusal deformation","LACMP23-28109",NA
"341","NSF-16-28","B2/L2","Mammalia","Carnivora","Canidae","","Canis","cf. latrans","lower right i1","","LACMP23-28110",NA
"342","NSF-16-29","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth fragment","","LACMP23-28111",NA
"343","NSF-16-30","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M1","","LACMP23-28112",NA
"344","NSF-16-31","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m1/m2","anterior portion broken","LACMP23-28113",NA
"345","NSF-16-32","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper M3","","LACMP23-28114",NA
"346","NSF-16-33","B2/L2","Mammalia","cf. Rodentia","cf. Geomyidae","","","","molariform tooth","Occlusal surface partially broken","LACMP23-28115",NA
"347","NSF-16-34","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","partial tooth","","LACMP23-28116",NA
"348","NSF-16-35","B2/L2","Mammalia","Misc","","","","","Misc. partial rodent/lagomorph teeth and incisors","","LACMP23-28117; LACMP23-28118; LACMP23-28119; LACMP23-28120; LACMP23-28121; LACMP23-28122; LACMP23-28123; LACMP23-28124; LACMP23-28125; LACMP23-28126; LACMP23-28127",NA
"349","NSF-16-36","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","Reithrodontomys","cf. megalotis","upper right M1","","LACMP23-28128",NA
"350","NSF-16-37","B2/L2","Mammalia","Rodentia","cf. Heteromyidae","","","","worn upper right dP4","large for Dipodomys","",NA
"351","NSF-16-38","B2/L2","Mammalia","???","","","","","tooth","","",NA
"352","NSF-16-39","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower m1","anterior and posterior loops broken","LACMP23-28129",NA
"353","NSF-16-40","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","partial tooth","","LACMP23-28130",NA
"354","NSF-16-41","B2/L2","Insecta","Hymenoptera","Formicidae","","","","ant cranium","Exceptionally well preserved","",NA
"355","NSF-16-42","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","sp.","molar fragment","","LACMP23-28131",NA
"356","NSF-16-43","B2/L2","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower molar fragment","","LACMP23-28132",NA
"357","NSF-16-44","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","lower left m1","caked w/ matrix","LACMP23-28133",NA
"358","NSF-16-45","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M1","","LACMP23-28134",NA
"359","NSF-16-46","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","Reithrodontomys","cf. megalotis","upper left M1","","LACMP23-28135",NA
"360","NSF-16-47","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Reithrodontomys","","lower (right?) m2","heavily worn","LACMP23-28136",NA
"361","NSF-16-48","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left P4","","LACMP23-28137",NA
"362","NSF-16-49","B2/L2","Mammalia","Rodentia","Heteromyidae","","Dipodomys","sp.","upper left M1/M2","","LACMP23-28138",NA
"363","NSF-16-50","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","partial molar","","LACMP23-28139",NA
"364","NSF-16-51","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","partial molar","","LACMP23-28140",NA
"365","NSF-16-52","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","partial molar","","LACMP23-28141",NA
"366","NSF-16-53","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","partial lower right molar","anterior broken","LACMP23-28142",NA
"367","NSF-16-54","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","","upper right tooth","","LACMP23-28143",NA
"368","NSF-16-55","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth frag","","LACMP23-28144",NA
"369","NSF-16-56","B2/L2","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28145",NA
"370","NSF-16-57","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper P2","","LACMP23-28146",NA
"371","NSF-16-57","B2/L2","Mammalia","Lagomorpha/Rodentia","","","","","Misc. rodent/lagomorph partial teeth, incisors, and dentary frags","","Not Cataloged",NA
"372","NSF-16-114","B2/L3","Mammalia","Carnivora","Canidae","","Canis","cf. dirus","upper right I2","","LACMP23-28347",NA
"373","NSF-16-115","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28225",NA
"374","NSF-16-116","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left m1","occlusal surface broken","LACMP23-28226",NA
"375","NSF-16-117","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","left anterior dentary frag","","LACMP23-28227",NA
"376","NSF-16-118a","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Upper tooth","","LACMP23-28228",NA
"377","NSF-16-118b","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth frag","","LACMP23-28229",NA
"378","NSF-16-118c","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Upper tooth","","LACMP23-28230",NA
"379","NSF-16-118d","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Upper tooth","","LACMP23-28231",NA
"380","NSF-16-118e","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower right tooth","","LACMP23-28232",NA
"381","NSF-16-118f","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower right tooth","","LACMP23-28233",NA
"382","NSF-16-118g","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower p3","poorly preserved","LACMP23-28234",NA
"383","NSF-16-118h","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower left tooth","","LACMP23-28235",NA
"384","NSF-16-118i","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth frag","","LACMP23-28236",NA
"385","NSF-16-119","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper right M1","","LACMP23-28237",NA
"386","NSF-16-120","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper left M2","","LACMP23-28238",NA
"387","NSF-16-121","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m2","","LACMP23-28239",NA
"388","NSF-16-122","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M3","","LACMP23-28240",NA
"389","NSF-16-123a","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","Juv. Upper right tooth","","LACMP23-28241",NA
"390","NSF-16-123b","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","Juv. Upper tooth frag","","LACMP23-28242",NA
"391","NSF-16-124","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper left M1","","LACMP23-28243",NA
"392","NSF-16-125","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","sp.","upper right M2","acid etched?","LACMP23-28244",NA
"393","NSF-16-126","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M1","","LACMP23-28245",NA
"394","NSF-16-127","B2/L3","Mammalia","Rodentia","Heteromyidae","","Perognathus","sp.","upper (right?) P4","","LACMP23-28246",NA
"395","NSF-16-128a","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","juv. Tooth frag","","LACMP23-28247",NA
"396","NSF-16-128b","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","Juv. Upper tooth frag","","LACMP23-28248",NA
"397","NSF-16-129","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","juv. Tooth frag","","LACMP23-28249",NA
"398","NSF-16-130","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","","lower left m1","","LACMP23-28250",NA
"399","NSF-16-131","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","","lower right m2","acid etched?","LACMP23-28251",NA
"400","NSF-16-132","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M2","","LACMP23-28252",NA
"401","NSF-16-133a","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower right p3","occlusal surface broken","LACMP23-28253",NA
"402","NSF-16-133b","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower tooth","","LACMP23-28254",NA
